Start Time,End Time,Speaker,Age,Gender,Transcription,emotion,Audio File Path
1.3303437500000002,4.755968750000001,SPEAKER_00,0.3694551885128021,1," no! no, no real mess, get it, get the mess, get the mess, get it!",hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_0.wav
10.476593750000005,13.480343750000005,SPEAKER_02,0.4233725070953369,0,ro.ث,hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_0.wav
13.480343750000005,17.395343750000002,SPEAKER_01,0.3298526108264923,0," No, no, no, no. Just keep going on, doesn't it? I go.",hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_0.wav
0.03096875,6.79784375,SPEAKER_02,0.5401637554168701,1, It's gone. I've lost the mask. Would you drop it? You dropped it! That was my only chance of finding my son. Now it's gone!,ang,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_1.wav
10.695968750000002,12.46784375,SPEAKER_01,0.6893984079360962,0, Hey Mr. Grumpy G-,hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_1.wav
14.492843750000002,19.97721875,SPEAKER_00,0.5165740847587585,0," When life gets you down, you know what you gotta do. I don't wanna know what you gotta do. Just keep swimming, just keep swimming, just keep.",hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_1.wav
0.03096875,5.262218750000001,SPEAKER_01,0.3778571486473083,0," Swimming, swimming, swimming, swimming. What do we do with swim? Swim. Dorino singing.",hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_2.wav
5.650343750000001,11.47221875,SPEAKER_02,0.4428883492946625,1," Oh, oh, oh, I love to swim and during when you want!",hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_2.wav
11.47221875,16.29846875,SPEAKER_00,0.4185801744461059,0," You swim, you wazzy! I'm gonna get stuck now with that shong now it's in my head! Sorry.",ang,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_2.wav
0.5372187500000001,2.52846875,SPEAKER_03,0.6036806106567383,1, So where's Hans?,neu,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_3.wav
2.0559687500000003,7.03409375,SPEAKER_01,0.4515385329723358,0, What happened to your kiss? I was wrong about him. It wasn't...,sad,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_3.wav
7.03409375,12.50159375,SPEAKER_00,0.4027427732944488,0," True love. But we ran all the way here. Please, all off you can't stay here.",sad,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_3.wav
12.50159375,16.31534375,SPEAKER_03,0.3334717154502868,0, You're melt. I am not leaving you until we find some other act of true love to save you.,ang,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_3.wav
0.03096875,5.05971875,SPEAKER_00,0.5241421461105347,0," know what love is. That's okay, I do. Love is...",hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_4.wav
6.03846875,12.87284375,SPEAKER_00,0.506505012512207,0," putting someone else's needs before years, like, you know, how Christophe brought you back here to Hansen left you forever.",sad,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_4.wav
16.06221875,19.97721875,SPEAKER_01,0.3653343319892883,0," Christoph, loves me?",hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_4.wav
0.5372187500000001,3.60846875,SPEAKER_01,0.4490704536437988,1, really don't know anything about love deals.,ang,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_5.wav
4.06409375,5.599718750000001,SPEAKER_00,0.4108080863952636,0, all have your melting.,hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_5.wav
5.970968750000001,7.92846875,SPEAKER_02,0.4307232499122619,1, Some people are worth melting for.,sad,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_5.wav
12.164093750000005,15.015968750000004,SPEAKER_03,0.4591508507728576,0, You just leave me not right this second.,hap,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_5.wav
9.582218750000004,11.792843750000005,SPEAKER_00,0.3994534015655517,0, Let's go home.,sad,14_Best_Disney_Quotes_That_Found_Their_Way_Into_Everyone_s_Hearts_16k_chunk_6.wav
